"","District","Region","Subzone","Property Type","address","Ascendas_Building","lease","sqft","sqm","psf","lon","lat"
"13878","D27","NORTH REGION","SEMBAWANG CENTRAL","Light Industrial","2 gambas crescent , singapore","Non-Ascendas Building","30-year Leasehold",3336,310,1.1,103.8160436,1.4432352
"13879","D27","NORTH REGION","SEMBAWANG CENTRAL","Light Industrial","2 gambas crescent , singapore","Non-Ascendas Building","30-year Leasehold",1668,155,1.1,103.8160436,1.4432352
"13880","D27","NORTH REGION","SEMBAWANG CENTRAL","Light Industrial","3d gambas crescent , singapore","Non-Ascendas Building","30-year Leasehold",5404,502,1.1,103.8138059,1.4443538
"13881","D09","CENTRAL REGION","INSTITUTION HILL","Office","46 kim yam road , singapore","Non-Ascendas Building","60-year Leasehold",508,47,5.5,103.8386992,1.2928106
"13882","D09","CENTRAL REGION","INSTITUTION HILL","Office","46 kim yam road , singapore","Non-Ascendas Building","60-year Leasehold",950,88,6.2,103.8386992,1.2928106
"13883","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","2 bukit batok street 23 , singapore","Non-Ascendas Building",NA,2206,205,2.18,103.7533573,1.3439082
"13884","D22","WEST REGION","JURONG GATEWAY","Office","1 gateway drive , singapore","Non-Ascendas Building","99-year Leasehold",400,37,10,103.7428314,1.3343923
"13885","D22","WEST REGION","TUAS VIEW","Factory / Workshop","2 tuas view place , singapore","Non-Ascendas Building","Unknown Tenure",31434,2920,1.3,103.630437,1.297553
"13886","D09","CENTRAL REGION","BOULEVARD","Office","302 orchard road , singapore","Non-Ascendas Building","Freehold",1500,139,9,103.8348476,1.3040511
"13887","D02","CENTRAL REGION","ANSON","Office","171 tras st , singapore","Non-Ascendas Building","Freehold",5000,465,5,103.8439529,1.2745039
"13888","D08","CENTRAL REGION","LAVENDER","Office","353 jalan besar , singapore","Non-Ascendas Building","Unknown Tenure",600,56,3.5,103.85961,1.312359
"13889","D08","CENTRAL REGION","LAVENDER","Office","353 jalan besar , singapore","Non-Ascendas Building","Unknown Tenure",1380,128,3.5,103.85961,1.312359
"13890","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 raffles place , singapore","Non-Ascendas Building",NA,3597,334,5.5,103.8511712,1.2834811
"13891","D19","NORTH-EAST REGION","TAI SENG","Light Industrial","22 new industrial road , singapore","Non-Ascendas Building","Freehold",2648,246,1.51,103.8863974,1.3436465
"13892","D03","CENTRAL REGION","ALEXANDRA HILL","Light Industrial","16 jalan kilang timor , singapore","Non-Ascendas Building","Unknown Tenure",1270,118,1.81,103.8113182,1.2841465
"13893","D27","NORTH REGION","SEMBAWANG NORTH","Factory / Workshop","8a admiralty street , singapore","Non-Ascendas Building","60-year Leasehold",3821,355,2.09,103.8147431,1.4630794
"13894","D27","NORTH REGION","SEMBAWANG CENTRAL","Light Industrial","50 gambas crescent , singapore","Non-Ascendas Building","30-year Leasehold",200,19,3.75,103.8184676,1.442306
"13895","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","39 woodlands close , singapore","Non-Ascendas Building","Unknown Tenure",200,19,4.75,103.8067738,1.4378735
"13896","D27","NORTH REGION","SEMBAWANG CENTRAL","Light Industrial","3d gambas crescent , singapore","Non-Ascendas Building","30-year Leasehold",1658,154,1.15,103.8138059,1.4443538
"13897","D27","NORTH REGION","SEMBAWANG CENTRAL","Light Industrial","2 gambas crescent , singapore","Non-Ascendas Building","30-year Leasehold",1658,154,1.18,103.8160436,1.4432352
"13898","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","11 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",150,14,5,103.8026988,1.4347426
"13899","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","31 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",100,9,8,103.8060065,1.4365555
"13900","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","31 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",600,56,2.67,103.8060065,1.4365555
"13901","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","31 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",600,56,3.15,103.8060065,1.4365555
"13902","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","31 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",1668,155,1.32,103.8060065,1.4365555
"13903","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","31 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",1711,159,1.23,103.8060065,1.4365555
"13904","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","21 woodlands close singapore , singapore","Non-Ascendas Building","60-year Leasehold",450,42,2.78,103.8048721,1.4351696
"13905","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","31 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",1000,93,1.8,103.8060065,1.4365555
"13906","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","11 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",240,22,4.58,103.8026988,1.4347426
"13907","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","11 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",1830,170,1.37,103.8026988,1.4347426
"13908","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","31 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",1722,160,1.34,103.8060065,1.4365555
"13909","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","31 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",1722,160,1.28,103.8060065,1.4365555
"13910","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","21 woodlands close singapore , singapore","Non-Ascendas Building","60-year Leasehold",147,14,3.74,103.8048721,1.4351696
"13911","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","21 woodlands close singapore , singapore","Non-Ascendas Building","60-year Leasehold",150,14,3.33,103.8048721,1.4351696
"13912","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","11 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",1830,170,1.31,103.8026988,1.4347426
"13913","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","21 woodlands close singapore , singapore","Non-Ascendas Building","60-year Leasehold",1152,107,1.56,103.8048721,1.4351696
"13914","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","11 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",208,19,4.09,103.8026988,1.4347426
"13915","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","11 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",240,22,5.21,103.8026988,1.4347426
"13916","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","21 woodlands close singapore , singapore","Non-Ascendas Building","60-year Leasehold",400,37,3.38,103.8048721,1.4351696
"13917","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","11 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",1000,93,1.75,103.8026988,1.4347426
"13918","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","11 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",140,13,5.36,103.8026988,1.4347426
"13919","D27","NORTH REGION","SENOKO WEST","Factory / Workshop","190 woodlands industrial park e5 , singapore","Non-Ascendas Building","60-year Leasehold",915,85,1.84,103.7921948,1.452132
"13920","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","11 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",145,13,5.86,103.8026988,1.4347426
"13921","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","11 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",158,15,4.75,103.8026988,1.4347426
"13922","D25","NORTH REGION","WOODLANDS EAST","Office","11 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",230,21,4.26,103.8026988,1.4347426
"13923","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","31 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",132,12,7.2,103.8060065,1.4365555
"13924","D25","NORTH REGION","WOODLANDS EAST","Factory / Workshop","39 woodlands close , singapore","Non-Ascendas Building","Unknown Tenure",1760,164,1.62,103.8067738,1.4378735
"13925","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","31 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",600,56,2.75,103.8060065,1.4365555
"13926","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","31 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",150,14,5.67,103.8060065,1.4365555
"13927","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","31 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",150,14,6,103.8060065,1.4365555
"13928","D20","NORTH-EAST REGION","YIO CHU KANG","Light Industrial","3 ang mo kio street 62 , singapore","Non-Ascendas Building","60-year Leasehold",130,12,5,103.8449205,1.3862158
"13929","D06","CENTRAL REGION","CITY HALL","Office","1 north bridge road , singapore","Non-Ascendas Building","99-year Leasehold",550,51,0.84,103.8494332,1.2900089
"13930","D06","CENTRAL REGION","CITY HALL","Office","1 north bridge road , singapore","Non-Ascendas Building","99-year Leasehold",549,51,7.29,103.8494332,1.2900089
"13931","D03","CENTRAL REGION","ALEXANDRA HILL","Light Industrial","3791 jalan bukit merah , singapore","Non-Ascendas Building","99-year Leasehold",1012,94,2.47,103.8115787,1.2852514
"13932","D01","CENTRAL REGION","CECIL","Office","3 shenton way , singapore","Non-Ascendas Building","99-year Leasehold",1100,102,4.55,103.8499767,1.2784546
"13933","D12","CENTRAL REGION","BRADDELL","Light Industrial","1004 toa payoh north , singapore","Non-Ascendas Building","Unknown Tenure",1000,93,2,103.8472592,1.3432872
"13934","D01","CENTRAL REGION","CHINA SQUARE","Office","133 new bridge road , singapore","Non-Ascendas Building","99-year Leasehold",1055,98,5.97,103.8447228,1.2852093
"13935","D01","CENTRAL REGION","BOAT QUAY","Office","20 upper circular road , singapore","Non-Ascendas Building","99-year Leasehold",290,27,6.21,103.8483462,1.2891375
"13936","D03","CENTRAL REGION","BUKIT HO SWEE","Office","317 outram road , singapore","Non-Ascendas Building","99-year Leasehold",1281,119,4,103.834125,1.2889969
"13937","D03","CENTRAL REGION","BUKIT HO SWEE","Office","317 outram road , singapore","Non-Ascendas Building","99-year Leasehold",829,77,4,103.834125,1.2889969
"13938","D01","CENTRAL REGION","BOAT QUAY","Office","20 upper circular road , singapore","Non-Ascendas Building","99-year Leasehold",950,88,5,103.8483462,1.2891375
"13939","D03","CENTRAL REGION","BUKIT HO SWEE","Office","317 outram road , singapore","Non-Ascendas Building","99-year Leasehold",12420,1154,4.1,103.834125,1.2889969
"13940","D03","CENTRAL REGION","BUKIT HO SWEE","Office","317 outram road , singapore","Non-Ascendas Building","99-year Leasehold",10334,960,4.1,103.834125,1.2889969
"13941","D01","CENTRAL REGION","BOAT QUAY","Office","20 upper circular road , singapore","Non-Ascendas Building","99-year Leasehold",1768,164,4.9,103.8483462,1.2891375
"13942","D01","CENTRAL REGION","BOAT QUAY","Office","20 upper circular road , singapore","Non-Ascendas Building","99-year Leasehold",1314,122,5.5,103.8483462,1.2891375
"13943","D01","CENTRAL REGION","BOAT QUAY","Office","20 upper circular road , singapore","Non-Ascendas Building","99-year Leasehold",226,21,5.8,103.8483462,1.2891375
"13944","D09","CENTRAL REGION","OXLEY","Office","283 river valley road , singapore","Non-Ascendas Building","999-year Leasehold",1451,135,4.14,103.8397966,1.2957811
"13945","D14","EAST REGION","KAKI BUKIT","Factory / Workshop","60 kaki bukit place , singapore","Non-Ascendas Building","Unknown Tenure",2150,200,2,103.904849,1.3345233
"13946","D09","CENTRAL REGION","INSTITUTION HILL","Office","mohamed sultan road , singapore","Non-Ascendas Building",NA,650,60,4,103.840889,1.2922856
"13947","D09","CENTRAL REGION","INSTITUTION HILL","Office","kim yam road , singapore","Non-Ascendas Building",NA,3000,279,4,103.8393998,1.2935166
"13948","D09","CENTRAL REGION","INSTITUTION HILL","Office","kim yam road , singapore","Non-Ascendas Building",NA,3200,297,4.06,103.8393998,1.2935166
"13949","D14","EAST REGION","KAKI BUKIT","Warehouse","55 kaki bukit road 2 , singapore","Non-Ascendas Building",NA,9167,852,1.75,103.898196,1.339642
"13950","D12","CENTRAL REGION","KALLANG BAHRU","Light Industrial","2 kallang avenue , singapore","Non-Ascendas Building","99-year Leasehold",820,76,3.41,103.8628386,1.312021
"13951","D01","CENTRAL REGION","BOAT QUAY","Office","carpenter street , singapore","Non-Ascendas Building","Unknown Tenure",900,84,4.22,103.8479643,1.2880193
"13952","D26","NORTH-EAST REGION","TAGORE","Light Industrial","6 tagore drive , singapore","Non-Ascendas Building","Unknown Tenure",1872,174,1.18,103.8267886,1.386629
"13953","D26","NORTH-EAST REGION","TAGORE","Light Industrial","tagore drive , singapore","Non-Ascendas Building","60-year Leasehold",1852,172,1.46,103.8263696,1.3869678
"13954","D14","EAST REGION","KEMBANGAN","Light Industrial","28 senang crescent , singapore","Non-Ascendas Building","Freehold",900,84,2.22,103.9182282,1.3274171
"13955","D01","CENTRAL REGION","CECIL","Office","143 cecil street , singapore","Non-Ascendas Building","99-year Leasehold",2034,189,5.35,103.8481161,1.2787957
"13956","D01","CENTRAL REGION","CECIL","Office","143 cecil street , singapore","Non-Ascendas Building","99-year Leasehold",3285,305,5.75,103.8481161,1.2787957
"13957","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,11840,1100,9.86,103.8591712,1.2957308
"13958","D22","WEST REGION","JURONG GATEWAY","Office","2 venture drive , singapore","Non-Ascendas Building","99-year Leasehold",517,48,4.06,103.744756,1.330109
"13959","D08","CENTRAL REGION","LAVENDER","Office","380 jalan besar , singapore","Non-Ascendas Building","Freehold",721,67,6.5,103.8600594,1.31295
"13960","D08","CENTRAL REGION","LAVENDER","Office","380 jalan besar , singapore","Non-Ascendas Building","Freehold",1001,93,6.5,103.8600594,1.31295
"13961","D08","CENTRAL REGION","LAVENDER","Office","380 jalan besar , singapore","Non-Ascendas Building","Freehold",764,71,6.5,103.8600594,1.31295
"13962","D08","CENTRAL REGION","LAVENDER","Office","380 jalan besar , singapore","Non-Ascendas Building","Freehold",753,70,6.51,103.8600594,1.31295
"13963","D01","CENTRAL REGION","CLARKE QUAY","Office","2 havelock road , singapore","Non-Ascendas Building",NA,67,6,9.7,103.8451817,1.2871749
"13964","D01","CENTRAL REGION","CLARKE QUAY","Office","2 havelock road , singapore","Non-Ascendas Building","99-year Leasehold",80,7,25,103.8451817,1.2871749
"13965","D03","CENTRAL REGION","BUKIT MERAH","Light Industrial","201 henderson road singapore , singapore","Non-Ascendas Building","Freehold",3401,316,2,103.8204487,1.2827111
"13966","D03","CENTRAL REGION","BUKIT MERAH","Light Industrial","201 henderson road singapore , singapore","Non-Ascendas Building","Freehold",3175,295,2,103.8204487,1.2827111
"13967","D03","CENTRAL REGION","BUKIT MERAH","Light Industrial","201 henderson road singapore , singapore","Non-Ascendas Building","Freehold",3079,286,2,103.8204487,1.2827111
"13968","D03","CENTRAL REGION","BUKIT MERAH","Light Industrial","201 henderson road singapore , singapore","Non-Ascendas Building","Freehold",2260,210,2.43,103.8204487,1.2827111
"13969","D07","CENTRAL REGION","CRAWFORD","Office","881 north bridge road , singapore","Non-Ascendas Building","99-year Leasehold",1184,110,3.72,103.8642174,1.3064095
"13970","D07","CENTRAL REGION","CRAWFORD","Office","881 north bridge road , singapore","Non-Ascendas Building","99-year Leasehold",1012,94,3.75,103.8642174,1.3064095
"13971","D07","CENTRAL REGION","CRAWFORD","Office","881 north bridge road , singapore","Non-Ascendas Building","99-year Leasehold",1184,110,3.63,103.8642174,1.3064095
"13972","D01","CENTRAL REGION","CHINATOWN","Office","54 pagoda street , singapore","Non-Ascendas Building",NA,1237,115,6.31,103.8442113,1.2836022
"13973","D01","CENTRAL REGION","RAFFLES PLACE","Office","6 battery road , singapore","Non-Ascendas Building",NA,1173,109,13,103.8519726,1.2856141
"13974","D02","CENTRAL REGION","CHINATOWN","Office","tanjong pagar road , singapore","Non-Ascendas Building",NA,1900,177,5.53,103.8434479,1.276365
"13975","D02","CENTRAL REGION","CHINATOWN","Office","duxton road , singapore","Non-Ascendas Building",NA,1000,93,5.7,103.8428175,1.2787741
"13976","D02","CENTRAL REGION","CHINATOWN","Office","duxton road , singapore","Non-Ascendas Building",NA,900,84,6.33,103.8428175,1.2787741
"13977","D02","CENTRAL REGION","CHINATOWN","Office","tras street , singapore","Non-Ascendas Building",NA,1800,167,6.56,103.8440437,1.276305
"13978","D02","CENTRAL REGION","CHINATOWN","Office","tras street , singapore","Non-Ascendas Building",NA,1900,177,5.16,103.8440437,1.276305
"13979","D14","CENTRAL REGION","KAMPONG UBI","Light Industrial","61 ubi road 1 , singapore","Non-Ascendas Building","60-year Leasehold",1001,93,2.2,103.8908174,1.3325244
"13980","D22","WEST REGION","TUAS VIEW EXTENSION","Factory / Workshop","9 tuas south avenue 10 , singapore","Non-Ascendas Building","30-year Leasehold",2637,245,1.14,103.6237215,1.28694
"13981","D25","NORTH REGION","GALI BATU","Factory / Workshop","7 mandai link , singapore","Non-Ascendas Building","30-year Leasehold",1711,159,1.34,103.7566142,1.4083877
"13982","D25","NORTH REGION","GALI BATU","Factory / Workshop","7 mandai link , singapore","Non-Ascendas Building","30-year Leasehold",120,11,5,103.7566142,1.4083877
"13983","D25","NORTH REGION","GALI BATU","Factory / Workshop","7 mandai link , singapore","Non-Ascendas Building","30-year Leasehold",850,79,1.29,103.7566142,1.4083877
"13984","D25","NORTH REGION","GALI BATU","Factory / Workshop","11 mandai estate , singapore","Non-Ascendas Building","Freehold",1561,145,1.35,103.7597825,1.4085887
"13985","D01","CENTRAL REGION","CHINA SQUARE","Office","133 amoy street , singapore","Non-Ascendas Building",NA,1819,169,6.5,103.848326,1.283086
"13986","D13","CENTRAL REGION","KALLANG WAY","Light Industrial","16 tannery lane , singapore","Non-Ascendas Building",NA,3020,281,2.65,103.8757511,1.3285204
"13987","D13","CENTRAL REGION","KALLANG WAY","Office","83 genting lane , singapore","Non-Ascendas Building",NA,1336,124,2.43,103.876455,1.326559
"13988","D14","CENTRAL REGION","KAMPONG UBI","Office","8 ubi road 2 , singapore","Non-Ascendas Building","60-year Leasehold",110,10,6.82,103.8952776,1.3340799
"13989","D14","EAST REGION","KAKI BUKIT","Factory / Workshop","5 kaki bukit road 1 , singapore","Non-Ascendas Building",NA,2906,270,2.7,103.9016463,1.3340871
"13990","D14","CENTRAL REGION","KAMPONG UBI","Light Industrial","8 ubi road 2 , singapore","Non-Ascendas Building","60-year Leasehold",1270,118,2.05,103.8952776,1.3340799
"13991","D14","EAST REGION","KAKI BUKIT","Factory / Workshop","1 kaki bukit road 1 , singapore","Non-Ascendas Building","Unknown Tenure",2150,200,2.35,103.9018151,1.3330524
"13992","D20","NORTH-EAST REGION","SERANGOON NORTH IND ESTATE","Office","32 ang mo kio industrial park 2 , singapore","Non-Ascendas Building","Unknown Tenure",1227,114,1.79,103.8646526,1.3762909
"13993","D22","WEST REGION","TUAS VIEW","Factory / Workshop","2 tuas view place , singapore","Non-Ascendas Building","Unknown Tenure",31434,2920,1.6,103.630437,1.297553
"13994","D14","CENTRAL REGION","ALJUNIED","Office","510 geylang road , singapore","Non-Ascendas Building","Freehold",1400,130,2.14,103.8854669,1.3136484
"13995","D27","NORTH REGION","SENOKO WEST","Light Industrial","71 woodlands industrial park e9 , singapore","Non-Ascendas Building","30-year Leasehold",7500,697,2,103.7975372,1.448648
"13996","D14","CENTRAL REGION","KAMPONG UBI","Office","81 ubi avenue 4 , singapore","Non-Ascendas Building","60-year Leasehold",100,9,8.5,103.8917436,1.3334416
"13997","D01","CENTRAL REGION","CECIL","Office","138 robinson road , singapore","Non-Ascendas Building","Freehold",1001,93,7.5,103.8484196,1.278646
"13998","D22","WEST REGION","LIU FANG","Factory / Workshop","1 sunview road , singapore","Non-Ascendas Building","30-year Leasehold",2500,232,1.2,103.6971681,1.3158782
"13999","D20","CENTRAL REGION","UPPER THOMSON","Light Industrial","18 sin ming lane , singapore","Non-Ascendas Building","60-year Leasehold",1496,139,1.8,103.8340972,1.3586404
"14000","D02","CENTRAL REGION","TANJONG PAGAR","Office","70 shenton way , singapore","Non-Ascendas Building","99-year Leasehold",1033,96,6.87,103.846216,1.2739069
"14001","D02","CENTRAL REGION","TANJONG PAGAR","Office","70 shenton way , singapore","Non-Ascendas Building","99-year Leasehold",506,47,6.32,103.846216,1.2739069
"14002","D22","WEST REGION","JURONG RIVER","Factory / Workshop","4 penjuru place , singapore","Non-Ascendas Building",NA,5662,526,1.15,103.7345281,1.3161832
"14003","D14","CENTRAL REGION","KAMPONG UBI","Light Industrial","52 ubi avenue 3 , singapore","Non-Ascendas Building",NA,2207,205,1.81,103.8957296,1.3313907
"14004","D17","EAST REGION","CHANGI WEST","Factory / Workshop","15 changi north street 1 , singapore","Non-Ascendas Building","30-year Leasehold",6652,618,1.19,103.970425,1.350071
"14005","D17","EAST REGION","LOYANG WEST","Factory / Workshop","56 loyang way , singapore","Non-Ascendas Building","30-year Leasehold",3046,283,1.81,103.9766755,1.3804581
"14006","D01","CENTRAL REGION","RAFFLES PLACE","Office","22 malacca street , singapore","Non-Ascendas Building",NA,350,33,8.29,103.8507512,1.2839977
"14007","D14","CENTRAL REGION","KAMPONG UBI","Light Industrial","3007 ubi road 1 ubi industrial estate , singapore","Non-Ascendas Building","Unknown Tenure",323,30,3.1,103.893873,1.3308314
"14008","D14","CENTRAL REGION","KAMPONG UBI","Light Industrial","ubi avenue 3 , singapore","Non-Ascendas Building",NA,150,14,4.67,103.8947172,1.3320983
"14009","D18","EAST REGION","TAMPINES NORTH","Factory / Workshop","1 tampines north drive 1 , singapore","Non-Ascendas Building","Unknown Tenure",560,52,2.68,103.9331558,1.3721028
"14010","D01","CENTRAL REGION","CECIL","Office","3 shenton way , singapore","Non-Ascendas Building","99-year Leasehold",1356,126,4.42,103.8499767,1.2784546
"14011","D01","CENTRAL REGION","CECIL","Office","3 shenton way , singapore","Non-Ascendas Building","99-year Leasehold",1026,95,4.48,103.8499767,1.2784546
"14012","D18","EAST REGION","PAYA LEBAR NORTH","Factory / Workshop","18 tampines industrial crescent , singapore","Non-Ascendas Building","30-year Leasehold",3703,344,1.59,103.930532,1.3753869
"14013","D18","EAST REGION","PAYA LEBAR NORTH","Factory / Workshop","18 tampines industrial crescent , singapore","Non-Ascendas Building","30-year Leasehold",7678,713,1.43,103.930532,1.3753869
"14014","D22","WEST REGION","TUAS VIEW EXTENSION","Factory / Workshop","tuas south street 10 , singapore","Non-Ascendas Building",NA,33000,3066,1.48,103.6342616,1.2756329
"14015","D22","WEST REGION","TUAS VIEW EXTENSION","Office","tuas south , singapore","Non-Ascendas Building",NA,11341,1054,1.5,103.6261118,1.3069656
"14016","D22","WEST REGION","GUL CIRCLE","Factory / Workshop","benoi road , singapore","Non-Ascendas Building",NA,18000,1672,1.6,103.6787297,1.3154802
"14017","D09","CENTRAL REGION","NEWTON CIRCUS","Office","47 scotts road , singapore","Non-Ascendas Building",NA,1550,144,7.1,103.8370008,1.3123318
"14018","D14","CENTRAL REGION","KAMPONG UBI","Light Industrial","39 ubi road 1singapore , singapore","Non-Ascendas Building","30-year Leasehold",18011,1673,1.39,103.8915157,1.329231
"14019","D08","CENTRAL REGION","LAVENDER","Office","27 foch road , singapore","Non-Ascendas Building","Freehold",345,32,3.77,103.8599445,1.3127026
"14020","D01","CENTRAL REGION","CHINATOWN","Office","20 maxwell road , singapore","Non-Ascendas Building","99-year Leasehold",150,14,6.33,103.8447685,1.2792559
"14021","D01","CENTRAL REGION","CHINATOWN","Office","20 maxwell road , singapore","Non-Ascendas Building","99-year Leasehold",289,27,5.88,103.8447685,1.2792559
"14022","D03","CENTRAL REGION","ALEXANDRA HILL","Light Industrial","3791 jalan bukit merah , singapore","Non-Ascendas Building","99-year Leasehold",1041,97,2.59,103.8115787,1.2852514
"14023","D14","CENTRAL REGION","ALJUNIED","Light Industrial","90 lorong 23 geylang , singapore","Non-Ascendas Building","Freehold",2583,240,1.47,103.8811714,1.3171412
"14024","D27","NORTH REGION","SEMBAWANG CENTRAL","Light Industrial","2 gambas crescent , singapore","Non-Ascendas Building","30-year Leasehold",1669,155,1.41,103.8160436,1.4432352
"14025","D22","WEST REGION","TOH TUCK","Factory / Workshop","48 toh guan road east , singapore","Non-Ascendas Building","60-year Leasehold",3110,289,1.22,103.7540797,1.3368729
"14026","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","1 bukit batok crescent , singapore","Non-Ascendas Building","Unknown Tenure",1572,146,1.75,103.7592394,1.3386674
"14027","D27","NORTH REGION","SENOKO WEST","Factory / Workshop","280 woodlands industrial park e5 , singapore","Non-Ascendas Building","60-year Leasehold",1690,157,1.15,103.7916515,1.4511074
"14028","D27","NORTH REGION","SENOKO WEST","Light Industrial","280 woodlands industrial park e5 , singapore","Non-Ascendas Building","60-year Leasehold",1960,182,1.43,103.7916515,1.4511074
"14029","D25","NORTH REGION","GALI BATU","Factory / Workshop","11 mandai estate , singapore","Non-Ascendas Building","Freehold",1840,171,1.77,103.7597825,1.4085887
"14030","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","20 bukit batok crescent , singapore","Non-Ascendas Building",NA,3541,329,1.43,103.7569763,1.3386072
"14031","D20","NORTH-EAST REGION","SERANGOON NORTH","Light Industrial","7030 ang mo kio avenue 5 , singapore","Non-Ascendas Building","60-year Leasehold",1000,93,2.25,103.8757058,1.3775442
"14032","D20","CENTRAL REGION","MARYMOUNT","Warehouse","40 jalan pemimpin , singapore","Non-Ascendas Building","Unknown Tenure",6700,622,1.64,103.8420992,1.3489608
"14033","D27","NORTH REGION","SENOKO WEST","Factory / Workshop","280 woodlands industrial park e5 , singapore","Non-Ascendas Building","60-year Leasehold",1906,177,1.57,103.7916515,1.4511074
"14034","D22","WEST REGION","TUAS VIEW","Factory / Workshop","2 tuas view place , singapore","Non-Ascendas Building","Unknown Tenure",28003,2602,1.3,103.630437,1.297553
"14035","D20","NORTH-EAST REGION","SERANGOON NORTH","Light Industrial","7030 ang mo kio avenue 5 , singapore","Non-Ascendas Building","60-year Leasehold",3637,338,1.6,103.8757058,1.3775442
"14036","D03","CENTRAL REGION","ALEXANDRA HILL","Office","4 leng kee road , singapore","Non-Ascendas Building","Unknown Tenure",982,91,3.56,103.8142903,1.2910812
"14037","D27","NORTH REGION","SENOKO WEST","Factory / Workshop","280 woodlands industrial park e5 , singapore","Non-Ascendas Building","60-year Leasehold",1906,177,1.55,103.7916515,1.4511074
"14038","D27","NORTH REGION","SEMBAWANG NORTH","Light Industrial","10 admiralty street , singapore","Non-Ascendas Building","Unknown Tenure",10376,964,1.16,103.8125315,1.4624441
"14039","D25","NORTH REGION","WOODLANDS EAST","Factory / Workshop","39 woodlands close , singapore","Non-Ascendas Building","Unknown Tenure",2562,238,1.64,103.8067738,1.4378735
