District,Region,Subzone,Property Type,address,Ascendas_Building,lease,sqft,sqm,psf
D01,CENTRAL REGION,CECIL,Office,105 cecil street,Non-Ascendas Building,Freehold ,400,37,13.12
D01,CENTRAL REGION,CECIL,Office,105 cecil street,Non-Ascendas Building,Freehold ,150,14,10
D03,CENTRAL REGION,BUKIT MERAH,Light Industrial,1003 bukit merah central,Non-Ascendas Building,30-year Leasehold ,689,64,2.9
D13,CENTRAL REGION,SENNETT,Office,macpherson road,Non-Ascendas Building,,100,9,5
D22,WEST REGION,TOH TUCK,Factory / Workshop,48 toh guan road east,Non-Ascendas Building,60-year Leasehold ,3559,331,1.69
D01,CENTRAL REGION,CHINATOWN,Office,club street,Non-Ascendas Building,,500,46,5
D01,CENTRAL REGION,CHINATOWN,Office,club street,Non-Ascendas Building,,1000,93,5
D22,WEST REGION,TUAS VIEW EXTENSION,Warehouse,tuas south ave 3,Non-Ascendas Building,,50156,4660,1
D17,EAST REGION,LOYANG WEST,Factory / Workshop,56 loyang way,Non-Ascendas Building,30-year Leasehold ,6373,592,1.65
D17,EAST REGION,LOYANG WEST,Factory / Workshop,56 loyang way,Non-Ascendas Building,30-year Leasehold ,10711,995,1.4
D17,EAST REGION,LOYANG WEST,Factory / Workshop,56 loyang way,Non-Ascendas Building,30-year Leasehold ,3100,288,1.6
D17,EAST REGION,LOYANG WEST,Factory / Workshop,56 loyang way,Non-Ascendas Building,30-year Leasehold ,4069,378,1.45
D17,EAST REGION,LOYANG WEST,Factory / Workshop,56 loyang way,Non-Ascendas Building,30-year Leasehold ,3046,283,1.48
D17,EAST REGION,LOYANG WEST,Factory / Workshop,56 loyang way,Non-Ascendas Building,30-year Leasehold ,4069,378,1.67
D17,EAST REGION,LOYANG WEST,Factory / Workshop,56 loyang way,Non-Ascendas Building,30-year Leasehold ,4252,395,1.06
D06,CENTRAL REGION,CITY HALL,Office,77 high street,Non-Ascendas Building,999-year Leasehold ,452,42,5.31
D02,CENTRAL REGION,TANJONG PAGAR,Office,10 anson road,Non-Ascendas Building,99-year Leasehold ,1367,127,6.58
D10,CENTRAL REGION,TANGLIN,Office,19 tanglin road,Non-Ascendas Building,Freehold ,1500,139,4.6
D20,CENTRAL REGION,MARYMOUNT,Light Industrial,47 jalan pemimpin,Non-Ascendas Building,Unknown Tenure ,1500,139,2.2
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,81 ubi avenue 4,Non-Ascendas Building,60-year Leasehold ,1926,179,2.49
D20,CENTRAL REGION,MARYMOUNT,Light Industrial,39a jalan pemimpin,Non-Ascendas Building,Unknown Tenure ,1600,149,2.22
D20,CENTRAL REGION,MARYMOUNT,Light Industrial,35 jalan pemimpin,Non-Ascendas Building,Unknown Tenure ,610,57,2.82
D20,CENTRAL REGION,MARYMOUNT,Light Industrial,47 jalan pemimpin,Non-Ascendas Building,Unknown Tenure ,1420,132,1.83
D10,CENTRAL REGION,TANGLIN,Office,21 cuscaden road,Non-Ascendas Building,Freehold ,183,17,3.83
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,60 kaki bukit place,Non-Ascendas Building,Unknown Tenure ,1625,151,2
D23,WEST REGION,BUKIT BATOK SOUTH,Office,71 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,170,16,4.12
D25,NORTH REGION,KRANJI,Factory / Workshop,60 jalan lam huat,Non-Ascendas Building,Unknown Tenure ,1690,157,1.66
D13,CENTRAL REGION,JOO SENG,Light Industrial,42 mactaggart road,Non-Ascendas Building,,2347,218,1.7
D22,WEST REGION,TOH TUCK,Light Industrial,8 boon lay way,Non-Ascendas Building,Unknown Tenure ,2121,197,1.89
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,57 ubi avenue 1,Non-Ascendas Building,60-year Leasehold ,1100,102,1.57
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,61 ubi road 1,Non-Ascendas Building,60-year Leasehold ,1959,182,1.84
D13,CENTRAL REGION,JOO SENG,Office,5 upper aljunied link,Non-Ascendas Building,Unknown Tenure ,1200,111,2.21
D22,WEST REGION,SAMULUN,Factory / Workshop,2 buroh crescent,Non-Ascendas Building,30-year Leasehold ,3767,350,0.88
D20,NORTH-EAST REGION,SERANGOON NORTH,Light Industrial,7030 ang mo kio avenue 5,Non-Ascendas Building,60-year Leasehold ,2388,222,1.93
D05,CENTRAL REGION,PASIR PANJANG 1,Office,3 south buona vista road,Non-Ascendas Building,Freehold ,172,16,4.53
D13,CENTRAL REGION,JOO SENG,Office,5 upper aljunied link,Non-Ascendas Building,Unknown Tenure ,2315,215,1.64
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,66 tannery lane,Non-Ascendas Building,Unknown Tenure ,480,45,3.12
D13,CENTRAL REGION,JOO SENG,Light Industrial,605 macpherson road,Non-Ascendas Building,,100,9,5.8
D13,CENTRAL REGION,JOO SENG,Light Industrial,76 playfair road,Non-Ascendas Building,,150,14,4.53
D06,CENTRAL REGION,BRAS BASAH,Office,36 armenian street,Non-Ascendas Building,Unknown Tenure ,1432,133,7.68
D17,EAST REGION,LOYANG WEST,Factory / Workshop,56 loyang way,Non-Ascendas Building,30-year Leasehold ,13000,1208,0.92
D09,CENTRAL REGION,ROBERTSON QUAY,Office,83 clemenceau avenue,Non-Ascendas Building,Unknown Tenure ,1167,108,4.03
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,10 kaki bukit avenue 4,Non-Ascendas Building,60-year Leasehold ,1089,101,2.07
D17,EAST REGION,LOYANG WEST,Factory / Workshop,loyang way,Non-Ascendas Building,30-year Leasehold ,10711,995,1.6
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,855,79,5.5
D03,CENTRAL REGION,BUKIT MERAH,Light Industrial,205 henderson road,Non-Ascendas Building,Unknown Tenure ,6200,576,1.5
D03,CENTRAL REGION,BUKIT MERAH,Light Industrial,201 henderson road singapore,Non-Ascendas Building,Freehold ,3400,316,1.71
D03,CENTRAL REGION,BUKIT MERAH,Light Industrial,215 henderson road,Non-Ascendas Building,Unknown Tenure ,1800,167,2.22
D20,NORTH-EAST REGION,SERANGOON NORTH,Light Industrial,7030 ang mo kio avenue 5,Non-Ascendas Building,60-year Leasehold ,1947,181,2.16
D03,CENTRAL REGION,BUKIT MERAH,Light Industrial,201 henderson road singapore,Non-Ascendas Building,Freehold ,3079,286,1.69
D20,NORTH-EAST REGION,SERANGOON NORTH,Light Industrial,7030 ang mo kio avenue 5,Non-Ascendas Building,60-year Leasehold ,549,51,2.73
D27,NORTH REGION,SEMBAWANG NORTH,Light Industrial,10 admiralty street,Non-Ascendas Building,Unknown Tenure ,5189,482,0.87
D20,NORTH-EAST REGION,YIO CHU KANG,Light Industrial,3 ang mo kio street 62,Non-Ascendas Building,,2153,200,1.63
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,635,59,6.61
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,6 ubi road 1,Non-Ascendas Building,Unknown Tenure ,800,74,2.44
D01,CENTRAL REGION,CECIL,Office,138 robinson road,Non-Ascendas Building,Freehold ,968,90,5.51
D01,CENTRAL REGION,CECIL,Office,138 robinson road,Non-Ascendas Building,Freehold ,1016,94,5.12
D22,WEST REGION,KIAN TECK,Factory / Workshop,1 soon lee street,Non-Ascendas Building,Unknown Tenure ,1507,140,1.99
D01,CENTRAL REGION,CECIL,Office,138 robinson road,Non-Ascendas Building,Freehold ,1001,93,5.49
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,3791 jalan bukit merah,Non-Ascendas Building,99-year Leasehold ,400,37,4.5
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,3791 jalan bukit merah,Non-Ascendas Building,99-year Leasehold ,1012,94,3.16
D05,CENTRAL REGION,KENT RIDGE,Business / Science Park,73 science park drive,Ascendas Building,Unknown Tenure ,4304,400,4.04
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,3791 jalan bukit merah,Non-Ascendas Building,99-year Leasehold ,1259,117,2.78
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,3791 jalan bukit merah,Non-Ascendas Building,99-year Leasehold ,4025,374,2.78
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,3791 jalan bukit merah,Non-Ascendas Building,99-year Leasehold ,4025,374,2.93
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,3791 jalan bukit merah,Non-Ascendas Building,99-year Leasehold ,990,92,2.73
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,1014,94,5.52
D05,CENTRAL REGION,PASIR PANJANG 2,Light Industrial,100 pasir panjang road,Non-Ascendas Building,Freehold ,1485,138,2.83
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,73 ubi road 1,Non-Ascendas Building,60-year Leasehold ,947,88,2.43
D22,WEST REGION,TUAS VIEW,Factory / Workshop,the westcom,Non-Ascendas Building,99-year Leasehold ,3100,288,0.65
D26,NORTH-EAST REGION,TAGORE,Office,6 tagore drive,Non-Ascendas Building,Unknown Tenure ,1442,134,1.8
D25,NORTH REGION,KRANJI,Factory / Workshop,60 jalan lam huat,Non-Ascendas Building,Unknown Tenure ,1690,157,1.66
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,2 leng kee rd,Non-Ascendas Building,Unknown Tenure ,3390,315,3.3
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,2 leng kee rd,Non-Ascendas Building,Unknown Tenure ,2271,211,3.3
D13,CENTRAL REGION,JOO SENG,Office,5 upper aljunied link,Non-Ascendas Building,Unknown Tenure ,1648,153,2.18
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,66 tannery lane,Non-Ascendas Building,Unknown Tenure ,490,46,2.85
D26,NORTH-EAST REGION,TAGORE,Light Industrial,222 tagore lane,Non-Ascendas Building,Unknown Tenure ,2056,191,2.4
D01,CENTRAL REGION,CECIL,Office,101 cecil street,Non-Ascendas Building,999-year Leasehold ,463,43,5.8
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,16 tannery lane,Non-Ascendas Building,,3020,281,2.65
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,83 genting lane,Non-Ascendas Building,,1336,124,2.43
D26,NORTH-EAST REGION,TAGORE,Light Industrial,81 tagore lane,Non-Ascendas Building,Freehold ,2013,187,2.4
D07,CENTRAL REGION,BUGIS,Office,420 north bridge road,Non-Ascendas Building,Unknown Tenure ,495,46,4.9
D16,EAST REGION,KEMBANGAN,Light Industrial,514 chai chee lane,Non-Ascendas Building,,2280,212,1.88
D07,CENTRAL REGION,BUGIS,Office,231 bain street,Non-Ascendas Building,,460,43,6.52
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,63 ubi avenue 1,Non-Ascendas Building,,1152,107,2.14
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,63 ubi avenue 1,Non-Ascendas Building,,1485,138,2.15
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,63 ubi avenue 1,Non-Ascendas Building,,2637,245,1.8
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,63 ubi avenue 1,Non-Ascendas Building,,545,51,2.48
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,63 ubi avenue 1,Non-Ascendas Building,,1350,125,2.07
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,61 ubi road 1,Non-Ascendas Building,60-year Leasehold ,120,11,5.83
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,10 ubi crescent,Non-Ascendas Building,Unknown Tenure ,1200,111,2
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,33 ubi avenue 3,Non-Ascendas Building,60-year Leasehold ,400,37,3
D01,CENTRAL REGION,CECIL,Office,143 cecil street,Non-Ascendas Building,99-year Leasehold ,5400,502,5.91
D01,CENTRAL REGION,CECIL,Office,143 cecil street,Non-Ascendas Building,99-year Leasehold ,1000,93,6.3
D01,CENTRAL REGION,CECIL,Office,143 cecil street,Non-Ascendas Building,99-year Leasehold ,3200,297,6.59
D07,CENTRAL REGION,CRAWFORD,Office,5001 beach road,Non-Ascendas Building,99-year Leasehold ,300,28,4.29
D14,CENTRAL REGION,KAMPONG BUGIS,Office,geylang road,Non-Ascendas Building,99-year Leasehold ,320,30,3.71
D14,CENTRAL REGION,KAMPONG BUGIS,Office,geylang road,Non-Ascendas Building,99-year Leasehold ,170,16,4.64
D20,CENTRAL REGION,UPPER THOMSON,Light Industrial,159 sin ming road,Non-Ascendas Building,Unknown Tenure ,3300,307,1.6
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,39 ubi road 1singapore,Non-Ascendas Building,30-year Leasehold ,18011,1673,1.38
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,21 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,130,12,7.31
D25,NORTH REGION,WOODLANDS EAST,Light Industrial,31 woodlands close,Non-Ascendas Building,60-year Leasehold ,1733,161,1.38
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,50 bukit batok street 23,Non-Ascendas Building,60-year Leasehold ,1518,141,1.58
D27,NORTH REGION,SENOKO WEST,Factory / Workshop,190 woodlands industrial park e5,Non-Ascendas Building,60-year Leasehold ,947,88,2.32
D14,CENTRAL REGION,ALJUNIED,Light Industrial,1014 geylang east avenue 3,Non-Ascendas Building,Unknown Tenure ,1600,149,1.44
D22,WEST REGION,TOH TUCK,Factory / Workshop,enterprise hub,Non-Ascendas Building,,3500,325,1.2
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,wcega,Non-Ascendas Building,60-year Leasehold ,1173,109,1.62
D14,EAST REGION,KAKI BUKIT,Light Industrial,60 kaki bukit place,Non-Ascendas Building,Unknown Tenure ,420,39,2.62
D02,CENTRAL REGION,ANSON,Office,15 hoe chiang road,Non-Ascendas Building,,5203,483,6.15
D15,CENTRAL REGION,KATONG,Office,291 joo chiat road,Non-Ascendas Building,Freehold ,3500,325,3.29
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,71 ubi road 1,Non-Ascendas Building,60-year Leasehold ,1800,167,1.94
D08,CENTRAL REGION,SUNGEI ROAD,Office,syed alwi,Non-Ascendas Building,99-year Leasehold ,1600,149,2.69
D01,CENTRAL REGION,CHINA SQUARE,Office,150 south bridge road,Non-Ascendas Building,99-year Leasehold ,334,31,4.79
D22,WEST REGION,TOH TUCK,Factory / Workshop,48 toh guan road east,Non-Ascendas Building,60-year Leasehold ,2741,255,1.28
D22,WEST REGION,TUAS VIEW,Factory / Workshop,1 tuas view place,Non-Ascendas Building,60-year Leasehold ,2756,256,1.16
D01,CENTRAL REGION,CECIL,Office,143 cecil street,Non-Ascendas Building,99-year Leasehold ,2000,186,5
D14,EAST REGION,KAKI BUKIT,Office,10 kaki bukit avenue 4,Non-Ascendas Building,60-year Leasehold ,1098,102,3.01
D09,CENTRAL REGION,SOMERSET,Office,20 kramat lane,Non-Ascendas Building,Freehold ,800,74,3
D07,CENTRAL REGION,CRAWFORD,Office,465 crawford lane,Non-Ascendas Building,99-year Leasehold ,540,50,5.28
D22,WEST REGION,JURONG PORT,Factory / Workshop,15 jalan tepong,Non-Ascendas Building,,2756,256,2.94
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,3d gambas crescent,Non-Ascendas Building,30-year Leasehold ,1711,159,2
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,3d gambas crescent,Non-Ascendas Building,30-year Leasehold ,1938,180,1.4
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,3d gambas crescent,Non-Ascendas Building,30-year Leasehold ,1668,155,1.1
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,3d gambas crescent,Non-Ascendas Building,30-year Leasehold ,5404,502,1.1
D27,NORTH REGION,SENOKO WEST,Light Industrial,280 woodlands industrial park e5,Non-Ascendas Building,60-year Leasehold ,1906,177,1.5
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,3d gambas crescent,Non-Ascendas Building,30-year Leasehold ,1981,184,1.11
D27,NORTH REGION,SENOKO WEST,Factory / Workshop,280 woodlands industrial park e5,Non-Ascendas Building,60-year Leasehold ,2067,192,1.35
D07,CENTRAL REGION,BRAS BASAH,Office,51 bras basah road,Non-Ascendas Building,Unknown Tenure ,1195,111,8.5
D15,CENTRAL REGION,KATONG,Office,865 mountbatten road,Non-Ascendas Building,Freehold ,6394,594,3.8
D10,CENTRAL REGION,TANGLIN,Office,19 tanglin road,Non-Ascendas Building,Freehold ,1625,151,5.6
D03,CENTRAL REGION,QUEENSWAY,Office,1 queensway,Non-Ascendas Building,Freehold ,185,17,7.03
D01,CENTRAL REGION,CECIL,Office,138 robinson road,Non-Ascendas Building,Freehold ,1173,109,4.26
D05,WEST REGION,PANDAN,Factory / Workshop,194 pandan loop,Non-Ascendas Building,Unknown Tenure ,140,13,3.57
D22,WEST REGION,TOH TUCK,Factory / Workshop,48 toh guan road east,Non-Ascendas Building,60-year Leasehold ,4610,428,0.9
D05,CENTRAL REGION,PASIR PANJANG 2,Light Industrial,100 pasir panjang road,Non-Ascendas Building,Freehold ,2134,198,2.25
D22,WEST REGION,LAKESIDE,Office,10 science centre road,Non-Ascendas Building,Unknown Tenure ,2300,214,4.78
D05,WEST REGION,PANDAN,Office,pandan loop ,Non-Ascendas Building,,140,13,3.93
D22,WEST REGION,JURONG PORT,Warehouse,jalan tepong,Non-Ascendas Building,,250,23,13.2
D22,WEST REGION,LIU FANG,Warehouse,jurong port road,Non-Ascendas Building,,505,47,11.49
D22,WEST REGION,JURONG PORT,Warehouse,jalan tepong jurong,Non-Ascendas Building,,550,51,9.09
D01,CENTRAL REGION,CLARKE QUAY,Office,20 havelock road,Non-Ascendas Building,99-year Leasehold ,178,17,8.43
D01,CENTRAL REGION,CLARKE QUAY,Office,20 havelock road,Non-Ascendas Building,99-year Leasehold ,420,39,5.36
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,180 paya lebar road,Non-Ascendas Building,Unknown Tenure ,350,33,3.71
D01,CENTRAL REGION,CECIL,Office,105 cecil street,Non-Ascendas Building,Freehold ,95,9,15.79
D01,CENTRAL REGION,CECIL,Office,105 cecil street,Non-Ascendas Building,Freehold ,100,9,18
D18,EAST REGION,PAYA LEBAR NORTH,Factory / Workshop,00 tampines industrial avenue 5,Non-Ascendas Building,30-year Leasehold ,1536,143,2.6
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,66 tannery lane,Non-Ascendas Building,Unknown Tenure ,2000,186,1.6
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,33 ubi avenue 3,Non-Ascendas Building,60-year Leasehold ,1485,138,2.56
D17,EAST REGION,LOYANG WEST,Factory / Workshop,56 loyang way,Non-Ascendas Building,30-year Leasehold ,3046,283,1.71
D01,CENTRAL REGION,RAFFLES PLACE,Office,3 church street,Non-Ascendas Building,,1400,130,7.14
D01,CENTRAL REGION,CECIL,Office,105 cecil street,Non-Ascendas Building,Freehold ,1411,131,5.3
D01,CENTRAL REGION,CECIL,Office,105 cecil street,Non-Ascendas Building,Freehold ,2575,239,5.3
D01,CENTRAL REGION,CECIL,Office,105 cecil street,Non-Ascendas Building,Freehold ,2443,227,5.12
D25,NORTH REGION,RESERVOIR VIEW,Factory / Workshop,7 sungei kadut street 6,Non-Ascendas Building,Unknown Tenure ,16289,1513,1.55
D23,WEST REGION,GUILIN,Warehouse,29 hillview terrace,Non-Ascendas Building,,1756,163,1.11
D07,CENTRAL REGION,BUGIS,Office,420 north bridge road,Non-Ascendas Building,Unknown Tenure ,603,56,4.5
D25,NORTH REGION,RESERVOIR VIEW,Office,kranji crescent,Non-Ascendas Building,,2200,204,1.59
D06,CENTRAL REGION,CITY HALL,Office,111 north bridge road,Non-Ascendas Building,999-year Leasehold ,149,14,10.07
D27,NORTH REGION,SENOKO WEST,Factory / Workshop,190 woodlands industrial park e5,Non-Ascendas Building,60-year Leasehold ,1300,121,1.77
D02,CENTRAL REGION,CHINATOWN,Office,334 kreta ayer road,Non-Ascendas Building,99-year Leasehold ,300,28,4.29
D14,CENTRAL REGION,BOON KENG,Office,sims avenue,Non-Ascendas Building,,2000,186,2.75
D01,CENTRAL REGION,CLARKE QUAY,Office,8 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,646,60,6.97
D01,CENTRAL REGION,RAFFLES PLACE,Office,11 collyer quay,Non-Ascendas Building,99-year Leasehold ,1417,132,5.65
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,996,93,4.97
D01,CENTRAL REGION,CLARKE QUAY,Office,8 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,646,60,7.04
D07,CENTRAL REGION,CRAWFORD,Office,881 north bridge road,Non-Ascendas Building,99-year Leasehold ,1265,118,3.4
D01,CENTRAL REGION,CHINA SQUARE,Office,133 new bridge road,Non-Ascendas Building,99-year Leasehold ,743,69,5.79
D13,CENTRAL REGION,JOO SENG,Light Industrial,20 shaw road,Non-Ascendas Building,,800,74,1.75
D03,CENTRAL REGION,BUKIT MERAH,Light Industrial,1003 bukit merah central,Non-Ascendas Building,Unknown Tenure ,667,62,2.47
D12,CENTRAL REGION,KALLANG BAHRU,Light Industrial,114 lavender street,Non-Ascendas Building,99-year Leasehold ,969,90,3.2
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,3791 jalan bukit merah,Non-Ascendas Building,99-year Leasehold ,1259,117,2.38
D12,CENTRAL REGION,KALLANG BAHRU,Light Industrial,114 lavender street,Non-Ascendas Building,99-year Leasehold ,969,90,3.3
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,67 ubi road 1,Non-Ascendas Building,60-year Leasehold ,110,10,6.82
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,1 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,4522,420,1.55
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,71 ubi road 1,Non-Ascendas Building,60-year Leasehold ,2024,188,1.9
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,1 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,1500,139,1.67
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,1 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,2061,191,1.07
D27,NORTH REGION,SENOKO WEST,Light Industrial,190 woodlands industrial park e5,Non-Ascendas Building,60-year Leasehold ,1206,112,1.33
D22,WEST REGION,TUAS VIEW,Factory / Workshop,1 tuas south avenue 6,Non-Ascendas Building,60-year Leasehold ,4250,395,1.08
D02,CENTRAL REGION,CHINATOWN,Office,100 peck seah street,Non-Ascendas Building,Unknown Tenure ,474,44,6.75
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,3d gambas crescent,Non-Ascendas Building,30-year Leasehold ,1690,157,1.39
D15,CENTRAL REGION,MARINE PARADE,Office,46 east coast road,Non-Ascendas Building,Freehold ,1180,110,5
